5.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.990543735224586275e-01
5.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.001100709219858054e+00
5.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.001701182033096993e+00
5.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.001701182033096993e+00
5.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.001701182033096993e+00
5.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.957199356973995830e-01
5.000000000000000000e+00,1.200000000000000000e+02,1.956318472797624005e-28,1.956318472797624005e-28,9.967556922533391539e-01
5.000000000000000000e+00,1.500000000000000000e+02,2.933943823751452842e-26,2.933943823751452842e-26,9.957199356973995830e-01
5.000000000000000000e+00,1.800000000000000000e+02,5.193468352326874574e-24,5.193468352326874574e-24,9.957199356973995830e-01
5.000000000000000000e+00,2.100000000000000000e+02,8.137785955275706959e-22,8.137785955275706959e-22,9.957199356973995830e-01
5.000000000000000000e+00,2.400000000000000000e+02,5.936345122146533550e-20,5.936345122146533550e-20,9.957199356973995830e-01
5.000000000000000000e+00,3.000000000000000000e+02,1.070874838449499019e-17,1.070874838449499019e-17,9.979224586288416576e-01
5.000000000000000000e+00,3.300000000000000000e+02,5.769711252169973486e-17,5.769711252169973486e-17,1.001701182033096993e+00
5.000000000000000000e+00,3.600000000000000000e+02,1.642714431243780487e-16,1.642714431243780487e-16,1.001701182033096993e+00
5.000000000000000000e+00,3.900000000000000000e+02,3.911746825961674189e-16,3.911746825961674189e-16,1.001701182033096993e+00
5.000000000000000000e+00,4.200000000000000000e+02,1.326669583876330745e-15,1.326669583876330745e-15,1.001701182033096993e+00
5.000000000000000000e+00,4.800000000000000000e+02,1.661080609094453445e-14,1.661080609094453445e-14,1.001701182033096993e+00
5.000000000000000000e+00,5.400000000000000000e+02,9.553861369017552264e-14,9.553861369017552264e-14,1.001701182033096993e+00
5.000000000000000000e+00,6.000000000000000000e+02,4.870983086850696213e-13,4.870983086850696213e-13,1.001701182033096993e+00
5.000000000000000000e+00,7.200000000000000000e+02,1.143603541228066626e-11,1.143603541228066626e-11,1.001701182033096993e+00
5.000000000000000000e+00,9.800000000000000000e+02,5.645224516463635114e-10,5.618491888677453432e-10,1.003623741447117856e+00
5.000000000000000000e+00,1.440000000000000000e+03,7.574374881648641684e-08,7.356783205560251179e-08,1.044289361702127605e+00
5.000000000000000000e+00,2.880000000000000000e+03,3.468744702604059600e-05,3.384671230405875489e-05,1.044289361702127605e+00
